tailid;url;language
22544;http://www.ub.uit.no;nb
22544;http://www.ub.uit.no/indexe.htm;en
22548;http://akershus.fylkesbibliotek.no/;nb
22549;http://www.hedmark.org/Hedmark-fylkeskommune/Om-fylkeskommunen/Sentraladministrasjonen/Kultur-og-kompetanse/Fagomraader/Fylkesbiblioteket;nb
22550;http://www.oppland.no/Fag-og-tjenester/Fylkesbiblioteket/;nb
22551;http://www.skjaak.kommune.no/index.gan?id=1534;nb
22552;http://www.buskerud.fylkesbibl.no/;nb
22554;http://fylkesbiblioteket.vfk.no;nb
22555;http://www.re.folkebibl.no/;nb
22556;http://www.innovasjonnorge.no/Bedrift-i-EU/;nb
22556;http://www.innovasjonnorge.no/Bedrift-i-EU/Guiding-companies-in-the-European-market/;en
22558;http://www.vegvesen.no/Om+Statens+vegvesen/Kontakt/Kontakt+oss/Trafikkstasjoner;nb
22558;http://www.vegvesen.no/en/The+NPRA/Contact+us/Contact+information/56794.cms;en
22561;http://www.vegvesen.no/Om+Statens+vegvesen/Kontakt/Kontakt+oss/Trafikkstasjoner;nb
22561;http://www.vegvesen.no/en/The+NPRA/Contact+us/Contact+information/56794.cms;en
22562;http://www.vadso.folkebibl.no/;nb
22563;http://www.vardo.kommune.no/Organisasjon/Enhet_for_naering_og_plan_og_kultur/Bibliotek.aspx;nb
22564;http://www.lokalstyre.no/Modules/theme.aspx?ObjectType=Article&ElementID=724&Category.ID=677;nb
22565;http://www.ub.uio.no/;nb
22565;http://www.ub.uio.no/english/;en
22566;http://www.uib.no/ub;nb
22566;http://www.uib.no/ub/en;en
22569;http://www.nordreisa.kommune.no/troms/nordreisa/nordreisak.nsf/932db17d668fff70c12569370027a098/69c654a20c60bec541256c5f00664dd3!OpenDocument;nb
22570;http://www.salangen.kommune.no/troms/salangen/salangenk.nsf/id/545CB12A7774F16AC1256E1A00357361?OpenDocument;nb
22571;http://www.skjervoy.kommune.no/biblioteket.5817.no.html;nb
22572;http://www.skanland.kommune.no/sub_body.asp?side_id=165&meny_parent=336&divisjon=hovedsider&meny_id=403;nb
22573;http://www.storfjord.kommune.no/bibliotek.4495045-103274.html;nb
22573;http://www.storfjord.kommune.no/english.105439.no.html;en
22574;http://asp.bibits.no/sorreisa_fb/default.asp;nb
22575;http://www.torsken.kommune.no/torsken-folkebibliotek.242314-36676.html;nb
22576;http://www.tranoy.kommune.no/troms/tranoy/tranoyk.nsf/id/8AA29348A5F0BC74C1256FD300564824?OpenDocument;nb
22577;http://www.tromso.kommune.no/biblioteket;nb
22577;http://www.tromso.kommune.no/index.gan?id=17021;en
22578;http://www.fm.fylkesbibl.no/web/;nb
22580;http://www.alta.folkebibl.no/;nb
22581;http://www.berlevag.kommune.no/index.php?cat=31665;nb
22582;http://www.batsfjord.kommune.no/biblioteket.4490989-70636.html;nb
22583;http://www.gamvik.kommune.no/index.php?cat=17592b;nb
22584;http://www.hammerfest.folkebibl.no/;nb
22585;http://www.hasvik.kommune.no/biblioteket-i-hasvik-kommune.246758-37183.html;nb
22586;http://www.karasjok.kommune.no/services.aspx?SCtopid=2&SCHid=2&docid=75&title=Bibliotektjeneste&maintitle=Tjenester;nb
22587;http://www.kautokeino.kommune.no/finnmark/kautokeino/kautokeinok.nsf/id/241339734F32A91341256E6600490A3B?OpenDocument;nb
22588;http://www.kvalsund.kommune.no/bibliotek.29364.no.html;nb
22589;http://www.lebesby.kommune.no/folkebiblioteket.86726.no.html;nb
22590;http://www.loppa.kommune.no/loppa-folkebibliotek.111709.no.html;nb
22591;https://www.masoy.kommune.no/folkebiblioteket.15442.no.html;nb
22592;http://www.nesseby.kommune.no/index.php?id=249663;nb
22593;http://www.nordkapp.kommune.no/index.php?cat=49009;nb
22594;http://www.porsanger.kommune.no/index.php?id=197700;nb
22595;http://www.lenvik.kommune.no/Meny/Kultur-og-idrett/Bibliotek/;nb
22596;http://lyngen.kommune.no/lyngen-folkebibliotek.56469-5970.html;nb
22597;https://www.malselv.kommune.no/Modules/theme.aspx?ObjectType=Article&ElementID=754&Category.ID=972;nb
22598;http://www.sor-varanger.kommune.no/index.php?cat=73399;nb
22599;http://asp.bibits.no/tana.fb/;nb
22600;http://fylkesbibl.monet.no/0/497;nb
22601;http://www.trana.kommune.no/nordland/trana/tranak.nsf/id/55AFD4D3551B335BC1256E37002F0534?OpenDocument;nb
22602;http://www.tysfjord.kommune.no/folkebiblioteket.96517.no.html;nb
22603;http://www.vefsn.kommune.no/nordland/vefsn/vefsnk.nsf/id/6100DAFBE5F723BCC12572F7003ECB2F?OpenDocument;nb
22604;http://www.nordbib.no/0/500;nb
22605;http://www.vestvagoy.kommune.no/enhet/Bibliotek;nb
22606;http://www.vevelstad.kommune.no/nordland/Vevelstad/vevelstadk.nsf/id/20787BBC3AD0370FC1256F8600435BD3?OpenDocument&cat=m1_4_9_1;nb
22607;http://www.nordbib.no/0/502;nb
22608;http://www.vagan.kommune.no/PortalPublisher/showpage.jsp?page=c373e9088f7f0a8404db505054503030&structureid=c373e900758b7d111b26505054503030&structureitem=c373e901e923734a3878505054503030;nb
22609;http://www.nordbib.no/0/508;nb
22610;http://www.tromsfylke.no/Tjenester/Kultur/Fylkesbiblioteket/tabid/103/Default.aspx;nb
22611;http://www.balsfjord.kommune.no/index.php?cat=58544;nb
22612;http://www.bardu.kommune.no/index.php?id=34700;nb
22613;http://www.berg.kommune.no/berg-folkebibliotek.21387.no.html;nb
22614;https://www.bjarkoy.kommune.no/kultur_og_fritid/bibliotek;nb
22615;http://www.dyroy.kommune.no/index.php?id=10343;nb
22616;http://gratangen.custompublish.com/gratangen-folkebibliotek.4538940-117107.html;nb
22617;http://www.harstad.folkebibl.no/;nb
22618;http://www.ibestad.kommune.no/index.php?cat=109648;nb
22619;http://www.karlsoy.kommune.no/bibliotek.6700.no.html;nb
22620;http://www.kvafjord.kommune.no/services.aspx?SCtopid=8&SCHid=8&title=Folkebibliotek&maintitle=TJENESTER;nb
22621;http://www.kvanangen.kommune.no/biblioteket.142732.no.html;nb
22622;http://www.kafjord.kommune.no/kaafjord-bibliotek.30876.no.html;nb
22623;http://www.lavangen.kommune.no/troms/lavangen/lavangenk.nsf/id/C96DFD4A1D731D85C12575B50044D523?OpenDocument;nb
22624;http://www.saltdal.kommune.no/bibliotek.html;nb
22627;http://www.fylkesbibl.monet.no/0/152;nb
22629;http://www.steigen.kommune.no/index.php?cat=111184;nb
22630;http://www.somna.kommune.no/soemna-folkebibiliotek;nb
22631;http://www.nordbib.no/0/496;nb
22632;http://www.bindal.kommune.no/nordland/bindal/bindalk.nsf/id/E910F8A29372B28AC1256F7F00388666?OpenDocument&cat=m1_3_4_3;nb
22633;http://www.bodo.folkebibl.no/;nb
22635;http://www.bronnoy.kommune.no/nordland/bronnoy/bronnoyk.nsf/id/906BE7FB758CC7BFC1256FC70046CDA2?OpenDocument&cat=m1_9_2;nb
22636;http://www.boe.kommune.no/side.asp?S=17&M=Bø%20Folkebiliotek;nb
22637;http://fylkesbibl.monet.no/0/477;nb
22638;http://www.evenes.kommune.no/services.aspx?SCtopid=6&SCHid=6&docid=12&title=Bibliotek&maintitle=TJENESTER;nb
22639;http://fylkesbibl.monet.no/0/404;nb
22640;http://fylkesbibl.monet.no/0/478;nb
22641;https://gildeskal.kommune.no/kultur-og-fritid/bibliotek.html;nb
22642;http://www.grane.kommune.no/index.asp?strURL=1001423i&letter=&x=;nb
22643;http://www.hadsel.kommune.no/tjenester/kultur-og-fritid/bibliotek;nb
22644;http://www.nordbib.no/0/481;nb
22645;http://www.nordbib.no/0/482;nb
22646;http://www.nordbib.no/0/484;nb
22647;http://www.heroy-no.kommune.no/index.asp?startID=&topExpand=&subExpand=&strUrl=//applications/System/publish/view/showobject.asp?infoobjectid=1000847&menuid=1001085&startmenuid=1000235;nb
22648;http://www.leirfjord.kommune.no/index.asp?startID=&topExpand=&subExpand=&strUrl=//applications/System/publish/view/showobject.asp?infoobjectid=1000476&menuid=1000675&startmenuid=;nb
22650;http://www.luroy.kommune.no/artikkel.aspx?AId=108&back=1&MId1=19&MId2=156;nb
22651;http://www.lodingen.kommune.no/nordland/lodingen/lodingenk.nsf/id/5578CAC35D945A9CC1256D440040C95E?OpenDocument;nb
22653;http://www.meloy.kommune.no/nordland/meloy/meloyk.nsf/id/88B5BCFBF2092C2EC12571DA002343C8?OpenDocument;nb
22654;http://www.nordbib.no/0/488;nb
22655;http://www.narvik.folkebibl.no/;nb
22656;http://www.nordbib.no/0/490;nb
22657;http://www.rana.kommune.no/bibliotek;nb
22658;http://fylkesbibl.monet.no/0/491;nb
22659;http://www.nordbib.no/0/492;nb
22660;http://www.alstahaug.folkebibl.no/;nb
22661;http://www.andoy.kommune.no/kommunale-tilbud/kultur-og-info/bibliotek;nb
22662;http://www.ballangen.kommune.no/nordland/ballangen/ballangenk.nsf/id/0729F0DB079D9C3BC1256E3E007B59ED?OpenDocument&cat=m1_3_3_5;nb
22663;http://www.beiarn.kommune.no/nordland/beiarn/beiarnk.nsf/id/920FA771057FA661C1256BCF00589E32!OpenDocument;nb
22664;http://asp.bibits.no/frosta.fb/;nb
22664;http://asp.bibits.no/frosta.fb/??t=1&language=Eng;en
22665;http://grong.kommune.no/nordtrondelag/grong/grongk.nsf/id/F408588C30691D0EC1257561004E3BBC?OpenDocument&cat=m1_38;nb
22666;http://fylkesbiblioteket.ntfk.no/wshow.aspx?a=967;nb
22667;http://www.inderoy.kommune.no/biblioteket.108092.no.html;nb
22668;http://fylkesbiblioteket.ntfk.no/wshow.aspx?a=965;nb
22669;http://fylkesbiblioteket.ntfk.no/wshow.aspx?a=964;nb
22670;http://www.levanger.folkebibl.no;nb
22671;http://www.lierne.kommune.no/nordtrondelag/lierne/tjenesterltk.nsf/kipWebServicesAlfabetically/5EB0FF5F786439BAC125757100414C82?OpenDocument;nb
22672;http://www.meraker.kommune.no/index.asp?startID=&topExpand=&subExpand=&strUrl=//applications/system/publish/view/showobject.asp?infoobjectid=1008256&menuid=1001198;nb
22673;http://www.mosvik.kommune.no/sitepageview.aspx?sitePageID=1213;nb
22674;http://www.namdalseid.kommune.no/bibliotek.122404.no.html;nb
22675;http://www.namsos.kommune.no/bibliotek/index.html;nb
22676;http://www.namsskogan.kommune.no/Apps/OTIIN/INTERNETT/otiinbip.nsf/id/C52A5EE08B1EE0ABC125724A004237EC?OpenDocument&cat=m1_8_4;nb
22677;http://www.naroy.kommune.no/NK/Web.nsf/membersVirk?OpenForm&S=ASKUL&U=54893C3A2B4301B2C1257059002D50F4;nb
22678;http://www.overhalla.kommune.no/bibliotek/;nb
22679;http://www.royrvik.kommune.no/Apps/OTIIN/INTERNETT/otiinbip.nsf/id/34D604B5C1A27FDDC1257276003E7D5D?OpenDocument;nb
22680;http://fylkesbiblioteket.ntfk.no/wshow.aspx?a=951;nb
22681;http://steinkjer.folkebibl.no/;nb
22682;http://www.stjordal.kommune.no/index.asp?strURL=1000348i&channelid=1000208;nb
22683;http://verdal.kommune.no/Bibliotek/;nb
22684;http://www.vikna.kommune.no/Vikna/Web.nsf/membersVirk?OpenForm&S=VIRK&U=SKOPPV&IDV=C9724003421B2FFCC1256F32003DD9F8;nb
22685;http://nordland.fylkesbibl.no/;nb
22686;http://www.nordland.fylkesbibl.no/;nb
22687;http://www.snillfjord.kommune.no/bibliotektilbudet.4549050-95613.html;nb
22688;http://www.tfb.no;nb
22689;http://www.tydal.kommune.no/Default.asp?WCI=DisplayGroup&WCE=332&DGI=332;nb
22690;http://www.orlandkultursenter.no/sitepageview.aspx?sitePageID=2314;nb
22691;http://www.afjord.kommune.no/sitepageview.aspx?sitePageID=1479;nb
22692;http://www.nt.fylkesbibl.no/;nb
22693;http://www.flatanger.kommune.no/folkebibliotek.107594.no.html;nb
22694;http://www.fosnes.kommune.no/bibliotek/;nb
22695;http://www.ulstein.kommune.no/Modules/theme.aspx?ObjectType=Article&ElementID=756&Category.ID=781;nb
22696;http://www.vanylven.kommune.no/Modules/service.aspx?ObjectType=Service&Service.ID=236&Category.ID=745;nb
22697;http://www.vestnes.kommune.no/Modules/theme.aspx?Category.ID=1088&ObjectType=Article&ElementID=2155;nb
22698;http://www.volda.kommune.no/Modules/servicecategory.aspx?ObjectType=Category&Category.ID=828;nb
22699;http://www.orskog.kommune.no/artikkel.aspx?AId=53&MId1=4;nb
22700;http://www.orsta.kommune.no/Modules/admunit.aspx?ObjectType=Object&Object.ID=832;nb
22701;http://www.alesund.folkebibl.no/;nb
22702;http://www.st.fylkesbibl.no/;nb
22703;http://www.agdenes.kommune.no/bibliotek.147664.no.html;nb
22704;http://bjugn.kommune.no/sitepageview.aspx?sitePageID=1093;nb
22705;http://www.froya.kommune.no/Modules/admunit.aspx?ObjectType=Object&Object.ID=793&AdmUnitID=793;nb
22706;http://www.hemne.kommune.no/899/43/241-4580.html;nb
22707;http://www.hitra.kommune.no/Modules/articlecategory.aspx?ObjectType=Category&Category.ID=980;nb
22708;http://www.holtalen.kommune.no/Tjenester/Kultur-og-fritid/Bibliotek/;nb
22709;http://asp.bibits.no/klabu_fb/??t=1&language=Eng;en
22709;http://www.klabu.kommune.no/Tjenester/Kultur-og-fritid/Kulturtilbud-og--arrangementer/Bibliotek/;nb
22710;http://www.malvik.folkebibl.no;nb
22711;http://www.meldal.kommune.no/default.asp?uid=125;nb
22712;http://www.melhus.kommune.no/article.php?id=163;nb
22713;http://www.midtre-gauldal.kommune.no/mgk/enhetene/kultur_fritid_voksenopplaering/biblioteket;nb
22714;http://www.oppdalkulturhus.no/husets-innhold/bibliotek/;nb
22715;http://www.orkdal.kommune.no/SitePageView.aspx?sitePageID=1031;nb
22716;http://www.osen.kommune.no/sitepageview.aspx?sitePageID=1299;nb
22717;http://www.rennebu.kommune.no/nor/Selvbetjening/Lokale-tema/Kultur-og-fritid2/Bibliotek;nb
22718;http://www.rissa.kommune.no/sitepageview.aspx?sitePageID=1346;nb
22719;http://www.roan.kommune.no/sitepageview.aspx?sitePageID=2047;nb
22720;http://www.roros.kommune.no/Tjenester/Kultur-og-fritid/Bibliotek/;nb
22721;http://www.selbu.kommune.no/default.asp?WCI=DisplayGroup&WCE=384&DGI=384;nb
22722;http://www.skaun.kommune.no/tjenester/biblioteket/Default.aspx;nb
22723;http://www.sula.kommune.no/artikkel.aspx?AId=340&back=1&MId1=102&MId2=124&MId3=156;nb
22724;http://www.sunndal.kommune.no/artikkel.aspx?AId=187&back=1&MId1=24&MId2=44;nb
22725;http://www.surnadal-folkebibliotek.no/english.html;en
22725;http://www.surnadal.kommune.no/artikkel.aspx?AId=412&back=1&MId1=5&MId2=151;nb
22726;http://www.sykkylven.kommune.no/Modules/service.aspx?ObjectType=Service&Service.ID=269&Category.ID=598;nb
22727;http://www.tingvoll.kommune.no/artikkel.aspx?MId1=10&AId=119&back=1;nb
22729;http://www.ulvik.kommune.no/artikkel.aspx?AId=100&back=1&MId1=26&MId2=38;nb
22730;http://www.vaksdal.kommune.no/artikkel.aspx?AId=158&back=1&MId1=7&MId2=34;nb
22731;http://www.voss.folkebibl.no;nb
22732;http://www.vindafjord.kommune.no/artikkel.aspx?AId=42&back=1&MId1=11&MId2=83;nb
22733;http://www.oygarden.kommune.no/artikkel.aspx?AId=179&back=1&MId1=190;nb
22734;http://www.mr.fylkesbibl.no/;nb
22735;http://www.aukra.kommune.no/Modules/Page/viewPage.asp?modid=2913&level=2913;nb
22736;http://www.aure.kommune.no/artikkel.aspx?MId1=4&AId=110&back=1;nb
22737;http://www.averoy.kommune.no/artikkel.aspx?AId=183&back=1&MId1=384&MId2=533;nb
22738;http://www.eide.kommune.no/artikkel.aspx?AId=336&back=1&MId1=9&MId2=215;nb
22740;http://www.franafolkebibliotek.no/;nb
22742;http://www.gjemnes.kommune.no/artikkel.aspx?MId1=4&AId=94&back=1;nb
22743;http://www.halsa.kommune.no/artikkel.aspx?AId=88&back=1&MId1=6&MId2=44&MId3=137;nb
22744;http://www.haram.folkebibl.no/;nb
22745;http://www.hareid.kommune.no/Modules/theme.aspx?ObjectType=Article&ElementID=831&Category.ID=766;nb
22746;http://www.kristiansund.folkebibl.no/kristiansund-public-library;en
22746;http://www.kristiansund.kommune.no/Artikkel.aspx?AId=497&back=1&MId1=1005&MId2=784&;nb
22747;http://www.midsund.kommune.no/index.php?cat=23169;nb
22748;https://www.molde.kommune.no/Modules/admunit.aspx?ObjectType=Object&Object.ID=1797;nb
22749;http://www.nesset.kommune.no/artikkel.aspx?AId=286&back=1&MId1=5&MId2=161;nb
22750;http://www.norddal.kommune.no/artikkel.aspx?AId=77&back=1&MId1=64&MId2=111;nb
22751;http://www.raumakulturhus.no/bibliotek/;nb
22752;http://www.rindal.kommune.no/Artikkel.aspx?AId=372&back=1&MId1=340;nb
22753;http://www.sande-mr.kommune.no/default.asp?page=2641,4409&lang=1;nb
22754;http://www.sveio.kommune.no/Artikkel.aspx?AId=25&back=1&MId1=778&MId2=&MId3=&;nb
22755;http://www.tysnes.kommune.no/default.asp?PageID=84;nb
22756;http://www.ullensvang.herad.no/index.php?option=com_content&task=category&sectionid=12&id=93&Itemid=288;nb
22757;http://www.sandoy.kommune.no/sandoey-folkebibliotek.426774-19461.html;nb
22758;http://skodje.web4.acos.no/artikkel.aspx?AId=373&MId1=93;nb
22759;http://www.smola.kommune.no/artikkel.aspx?AId=45&back=1&MId1=262&MId2=664;nb
22760;http://www.stordal.kommune.no/artikkel.aspx?AId=278&back=1&MId1=13&MId2=32;nb
22761;http://www.stranda.kommune.no/artikkel.aspx?AId=23&back=1&MId1=2&MId2=32;nb
22762;http://www.bergen.folkebibl.no/;nb
22762;http://www.bergen.folkebibl.no/engelsk_informasjon/engelsk_informasjon.html;en
22763;"http://www.bomlo.kommune.no/verksemder/index.asp?s_id=1000490;1002286&topExpand=&subExpand=&menuid=1002311&strUrl=//applications/system/publish/view/showobject.asp?infoobjectid=1007352&context=2";nb
22763;"http://www.bomlo.kommune.no/verksemder/index.asp?s_id=1000490;1002286&topExpand=&subExpand=&menuid=1002439&strUrl=//applications/system/publish/view/showobject.asp?infoobjectid=1008856";en
22764;http://www.eidfjord.kommune.no/artikkel.aspx?AId=122&back=1&MId1=1&MId2=54;nb
22765;http://etne.bibliotekivest.no/;nb
22767;http://www.fedje.kommune.no/artikkel.aspx?AId=58&back=1&MId1=18&MId2=20;nb
22768;http://www.fitjar.kommune.no/kultur/fitjar-folkebibliotek/;nb
22769;http://www2.fjell.kommune.no/Om_Fjell/Administrasjonen/Servicetorgsjefen/Bibliotek/;nb
22770;http://www.fusa.kommune.no/default.asp?PageID=153;nb
22771;http://kunnskap.ivest.no/Images/Bibliotek/granvin_folkebibliotek.htm;nb
22772;http://www.jondal.kommune.no/artikkel.aspx?MId1=35&MId2=89&AId=94&back=1;nb
22773;http://www.kvam.no/databasepresentasjon/registreringsskjema/vis_data_alt.asp?id=460;nb
22774;http://kvinnheradbibliotek.no/;nb
22775;http://lindas.bibliotekivest.no/Default.htm;nb
22776;http://www.masfjorden.kommune.no/organisasjon/bibliotek.html;nb
22777;http://meland.bibliotekivest.no/;nb
22778;http://www.modalen.kommune.no/artikkel.aspx?AId=66&back=1&MId1=36&MId2=66;nb
22779;http://www.odda.kommune.no/artikkel.aspx?AId=47&back=1&MId1=347&MId2=691&MId3=676;nb
22780;http://os.bibliotekivest.no/;nb
22781;http://www.osteroy.kommune.no/artikkel.aspx?AId=30&back=1&MId1=18&MId2=20;nb
22782;http://radoy.bibliotekivest.no/;nb
22783;http://www.samnanger.kommune.no/bibliotek/bibliotekside.htm;nb
22784;http://www.stord.kommune.no/Stord-Folkebibliotek/;nb
22785;http://www.sund.kommune.no/artikkel.aspx?AId=126&back=1&MId1=47&MId2=50;nb
22786;http://www.suldal.folkebibl.no/;nb
22787;http://www.time.folkebibl.no/;nb
22788;http://www.tysver.folkebibl.no/;nb
22789;http://www.utsira.folkebibl.no/;nb
22791;http://www.hordaland.no/Hordaland-fylkeskommune/Kultur/Fylkesbiblioteket1/;nb
22792;http://www.askoy.folkebibl.no/;nb
22793;http://austevoll.bibliotekivest.no/;nb
22794;http://www.austrheim.kommune.no/artikkel.aspx?AId=44&back=1&MId1=154;nb
22795;http://www.sirdal.kommune.no/tjenestebeskrivelser/kultur-idrett-og-fritid/bibliotek/item/bibliotektjenester?category_id=219;nb
22796;http://www.songdalen.kommune.no/ORGANISASJON1/Kultur/Bibliotek1/;nb
22797;http://www.sogne.folkebibl.no/;nb
22798;http://www.vennesla.kommune.no/Kulturhuset/Vennesla-bibliotek/;nb
22799;http://www.aseral.kommune.no/tjenestebeskrivelser/kultur-idrett-og-fritid/bibliotek/item/bibliotektjenester?category_id=219;nb
22800;http://www.rogfk.no/fylkesbiblioteket/;nb
22801;http://www.bjerkreim.kommune.no/kommune/content/view/full/2632;nb
22802;http://www.bokn.folkebibl.no/;nb
22803;http://www.eigersund.kommune.no/web/bibliotek;nb
22804;http://www.finnoy.kommune.no/artikkel.aspx?AId=28&back=1&MId1=124&MId2=23;nb
22805;http://www.ryfylkebiblioteket.no;nb
22806;http://www.gjesdal.kommune.no/bibl/cms.nsf;nb
22807;http://www.haugesund.kommune.no/haugesund-folkebibliotek;nb
22808;http://www.ryfylkebiblioteket.no;nb
22809;http://www.ha.kommune.no/artikkel.aspx?AId=187&back=1&MId1=10&MId2=9;nb
22810;http://bibliotek.karmoy.kommune.no/;nb
22811;http://www.klepp.kommune.no/rogaland/klepp/kleppk.nsf/id/0030CF77D165966DC12574CE002D5239?OpenDocument&cat=m1_20;nb
22812;http://www.kvitsoy.kommune.no/rogaland/kvitsoy/kvitsoy.nsf/id/A50E66ECB45CBE43C1257421002DF307?OpenDocument;nb
22813;http://www.lund.kommune.no/kommune/content/view/full/2625;nb
22814;http://www.randaberg.kommune.no/rogaland/randaberg/TjenesterLTK.nsf/kipWebServicesAlfabetically/BA89A21969D2A7AEC125753E00467589?OpenDocument&showsubcat=1&stikkord=Kultur%20og%20fritid&uid=F21FCE44AAF0ACC7C125731C003D1DE5;nb
22815;http://www.rennesoy.kommune.no/rogaland/rennesoy/rennesoy.nsf/id/B909B5BAC30BCE19C125729D0040B576?OpenDocument;nb
22816;http://www.sandnes.kommune.no/index.asp?topExpand=1000094&subExpand=&menuid=1000571&strUrl=//applications/system/publish/view/showobject.asp?channelid=1000491&context=40;nb
22817;http://www.sauda.kommune.no/artikkel.aspx?AId=80&back=1&MId1=31&MId2=97;nb
22818;http://www.sokndal.kommune.no/kommune/content/view/full/6463;nb
22819;http://www2.sola.kommune.no/webv2.nsf/6b6663c0e27e9665c12574e30025bd30/7fbada8d074fb93dc12574e300267dfb!OpenDocument;nb
22820;http://www.stavanger-kulturhus.no/stavanger_bibliotek;nb
22821;http://www.ryfylkebiblioteket.no/kontakt-oss.247740.no.html;nb
22822;http://www.lib.no/;nb
22823;http://www.lyngdalbibliotek.no/;nb
22824;http://www.mandal.kommune.no/organisasjon/byutvikling/kulturenheten/mandal-bibliotek;nb
22825;http://www.biblioteksamarbeidet.no/maaha/default.aspx?id=188&type=1&articleid=427&UC=articles.ascx;nb
22826;http://www.e-h.kommune.no/index.php?m=tjeneste&m_action=vis_publ&id=40;nb
22827;http://www.froland.kommune.no/Tjenester/Kultur-og-bibliotek/Bibliotek/;nb
22828;http://websok.mikromarc.no/Mikromarc3/web/default.aspx?db=gjerstad-fb&unit=6471;nb
22829;http://www.aa.fylkesbibl.no/grimstad/Velkommen.html;nb
22830;http://www.iveland.kommune.no/index.php?m=sider&m_action=vis&id=120;nb
22831;http://www.lillesand.kommune.no/Global-Meny/Organisasjon/Helse-og-kultur/Kultur-og-bibliotek/Lillesand-folkebibliotek/;nb
22832;http://www.risor.folkebibl.no/;nb
22833;http://www.tvedestrand.folkebibl.no/;nb
22834;http://www.valle.kommune.no/Modules/service.aspx?ObjectType=Service&Service.ID=316&Category.ID=860;nb
22835;http://www.vegarshei.kommune.no/index.php?m=sider&m_action=vis&id=75;nb
22836;http://www.amli.kommune.no/;nb
22837;http://www.austagderfk.no/aabk;nb
22838;http://www.arendal.kommune.no/Delportaler/Biblioteket/;nb
22839;http://www.birkenes.kommune.no/ressurser/TMCore/Emneord1/Bibliotektjenester/;nb
22840;http://www.bygland.kommune.no/index.php?m=sider&m_action=vis&id=97;nb
22841;http://www.bykle.kommune.no/Modules/admunit.aspx?ObjectType=Object&Object.ID=1013;nb
22842;http://www.farsund.folkebibl.no/;nb
22843;http://www.vaf.no/tjenester/kultur/fylkesbiblioteket/;nb
22844;http://www.audnedal.kommune.no/organisasjon/bibliotek/101-biblioteket;nb
22845;http://www.flekkefjord.kommune.no/organisasjon/oppvekst-og-kultur/kultur-og-fritid/bibliotek;nb
22846;http://www.biblioteksamarbeidet.no/maaha/underside.aspx?ID=216&UC=standard.ascx;nb
22847;http://www.kristiansand.folkebibl.no/;nb
22847;http://www.kristiansand.folkebibl.no/index.pl?grID=13&grNiv=1&grNavn=Information%20in%20english&hgrID=13;en
22848;http://159.171.96.60:8080/;nb
22849;http://www.porsgrunn.folkebibl.no/;nb
22850;http://asp.bibits.no/sauherad.fb/;nb
22851;http://www.seljord.kommune.no/nb-NO/Tenester/Tenestekatalog/Kultur_idrett_og_fritid/Bibliotek.aspx;nb
22852;http://www.siljanbibliotek.no/;nb
22853;http://www.skien.folkebibl.no/;nb
22854;http://www.tinn.kommune.no/Tjenesteytendeenheter/Kultur-og-idrett/Bibliotek.aspx;nb
22855;http://www.tokke.kommune.no/sitecore/content/Tokke/Internett/Tenester/Kultur%20og%20fritid/Bibliotek.aspx;nb
22856;http://www.vinje.kommune.no/Tenester/Kultur%20og%20fritid/Bibliotek.aspx;nb
22861;http://www.andebu.kommune.no/Tjenester/Kultur-idrett-og-fritid/Bibliotek/;nb
22862;http://www.hof.kommune.no/Tjenester/Kultur-og-fritid/Bibliotek/;nb
22863;http://www.holmestrand.kommune.no/artikkel.aspx?AId=221&back=1&MId1=62&MId2=110;nb
22864;http://www.horten.folkebibl.no;nb
22865;http://www.lardal.kommune.no/Tjenester/Kultur-idrett-og-fritid/Bibliotek/;nb
22866;http://www.larvik.folkebibl.no/;nb
22868;http://www.sande-ve.kommune.no/no/Globalmeny/Om-Sande/Virksomheter1/Kultur-og-fritid1/Biblioteket/;nb
22869;http://www.sandefjord.folkebibl.no;nb
22870;http://www.stokke.kommune.no/Tjenester/Kultur-og-fritid/Stokke-bibliotek/;nb
22871;http://www.svelvik.kommune.no/no/Globalmeny/Virksomhetene/Kultur--og-publikumsservice/Svelvik-folkebibliotek/;nb
22872;http://bibliotek.tjome.kommune.no/artikkel.aspx?MId1=295&AId=359&back=1;nb
22873;http://www.tnb.no/;nb
22873;http://www.tnb.no/sitepageview.aspx?sitePageID=1139;en
22875;http://www.tm.fylkesbibl.no/;nb
22875;http://www.tm.fylkesbibl.no/english/index.html;en
22876;http://www.bamble.folkebibl.no/;nb
22877;http://www.bokommune.no/Artikkel.aspx?AId=937&back=1&MId1=848&MId2=900&;nb
22878;http://www.drangedal.kommune.no/Tjenester/Tjenester-a---a/Bibliotek-Drangedal/;nb
22879;http://www.fyresdal.kommune.no/Tenester/Kultur_og_fritid/Biblioteket.aspx;nb
22881;http://www.kragero.kommune.no/telemark/kragero/s_description.nsf/kipWebServicesAlfabetically/27E0E497DE0A8B4D41256DCF00445915?OpenDocument;nb
22882;http://www.kviteseid.kommune.no/nb-NO/Tenester/Tenestekatalog/Kultur_og_fritid/Bibliotek.aspx;nb
22883;http://www.nissedal.kommune.no/Tenester/Tenestekatalog/Kulturogfritid/Bibliotek.aspx;nb
22884;http://www.notodden.folkebibl.no/;nb
23030;http://www.sarpsborg.com/Servicetorget/Om-Sarpsborg-kommune/Enheter/Kultur/Bibliotek/;nb
